#` Goal` Abducts 1` Abducts 2` Abducts 3` Abducts 4` Abducts 5` Abducts 6` Abducts 7` Abducts 8` Abducts 9` Abducts 10` Abducts 11` Abducts 12 
112`  (p < q)%positive -> Zpos p < Zpos q`````````````
113`  - Zneg p = Zpos p`````````````
114`  - Zpos p = Zneg p`````````````
115`  Zneg p + Zneg q = Zneg (p + q)`q = (Pos.add q q) && q = q - q && 0 = p``q = (Pos.add q q) && p <= q && q = 0 && q <= p``(Pos.add q q) <= q && q + p <= q && q <= (Pos.add q q) && q = p && q <= q + p``q + q = q && p + p = q && (Pos.add p q) = q && (Pos.add 3 -2) = q``(Pos.add q q) <= q && q + p <= q && q <= (Pos.add q q) && q = p && q <= q + p``q + q = q && p + p = q && (Pos.add p q) = q && (Pos.add 3 -2) = q``
``q = (Pos.add p q) && q = 2 && q = p + q``q = (Pos.add 0 q) && q = -2 && p = 0``(Pos.add p q) <= q && q + p <= q && q <= (Pos.add p q) && q = -1 && q <= q + p``p + p = q && p + q = q && (Pos.add -2 p) = q && (Pos.add p p) = q``(Pos.add p q) <= q && q + p <= q && q <= (Pos.add p q) && q = -1 && q <= q + p``p + p = q && p + q = q && (Pos.add -2 p) = q && (Pos.add p p) = q``
``q = (Pos.add p 0) && q = (Pos.add p q) && q = p + q``q = p + 1 && q = (Pos.add p p) && q = (Pos.add 0 q) && p = 0``(Pos.add p q) <= q && p + p <= p && q <= (Pos.add p q) && q <= q + p``p + p = q && (Pos.add p q) = q && p = q``(Pos.add p q) <= q && p + p <= p && q <= (Pos.add p q) && q <= q + p``p + p = q && (Pos.add p q) = q && p = q``
116`  Zpos p + Zneg q = Z.pos_sub p q`q = (Z.pos_sub q q) && q = q - q && 0 = p``q = (Z.pos_sub q q) && p <= q && q = 0 && q <= p``(Z.pos_sub p p) <= q && p + p <= q && q + p <= q && q <= (Z.pos_sub q p) && q <= p + p && q <= q + p``p + p = q && (Z.pos_sub q q) = q && p = q``(Z.pos_sub p p) <= q && p + p <= q && q + p <= q && q <= (Z.pos_sub q p) && q <= p + p && q <= q + p``p + p = q && (Z.pos_sub q q) = q && p = q``
``q = p - 1 && q = (Z.pos_sub p q) && q = 0 + 1``q = p - q && q = (Z.pos_sub p q)``(Z.pos_sub -1 q) <= p && p <= (Z.pos_sub p q) && -1 <= p + q && q + q <= q && p <= -1``-1 <= (Z.pos_sub p -2) && q + q <= p && (Z.pos_sub p -2) <= q && (Z.pos_sub p q) <= q && (Z.pos_sub -2 q) = q && (not p = q) && p <= q``(Z.pos_sub -1 q) <= p && p <= (Z.pos_sub p q) && -1 <= p + q && q + q <= q && p <= -1``-1 <= (Z.pos_sub p -2) && q + q <= p && (Z.pos_sub p -2) <= q && (Z.pos_sub p q) <= q && (Z.pos_sub -2 q) = q && (not p = q) && p <= q``
``q = 1 + p && q = p - q && q = (Z.pos_sub p q)``p = (Z.pos_sub 0 q) && p = (Z.pos_sub p q) && q = (Z.pos_sub 1 0) && p = -1 && q = p + 1``-2 + p <= -1 && (Z.pos_sub -2 q) <= -1 && p <= (Z.pos_sub p q) && (Z.pos_sub p q) <= p && p <= (Z.pos_sub -2 -1) && q <= -1 + p && -1 <= q``-1 <= (Z.pos_sub p q) && (Z.pos_sub p q) <= -1 && q + -1 <= p && p <= (Z.pos_sub p p) && p + q = q && (Z.pos_sub p p) = q``-2 + p <= -1 && (Z.pos_sub -2 q) <= -1 && p <= (Z.pos_sub p q) && (Z.pos_sub p q) <= p && p <= (Z.pos_sub -2 -1) && q <= -1 + p && -1 <= q``-1 <= (Z.pos_sub p q) && (Z.pos_sub p q) <= -1 && q + -1 <= p && p <= (Z.pos_sub p p) && p + q = q && (Z.pos_sub p p) = q``
117`  Zneg p + Zpos q = Z.pos_sub q p`p = (Z.pos_sub p p) && p = p - p && 0 = q``p = (Z.pos_sub p p) && q <= p && p = 0 && p <= q``(Z.pos_sub q q) <= p && q + q <= p && p + q <= p && p <= (Z.pos_sub p q) && p <= q + q && p <= p + q``q + q = p && (Z.pos_sub p p) = p && q = p``(Z.pos_sub q q) <= p && q + q <= p && p + q <= p && p <= (Z.pos_sub p q) && p <= q + q && p <= p + q``q + q = p && (Z.pos_sub p p) = p && q = p``
``p = q - 1 && p = (Z.pos_sub q 1) && p = 1``p = q - p && p = (Z.pos_sub q p)``-2 + q <= -1 && -1 <= (Z.pos_sub q p) && (Z.pos_sub q p) <= -1 && p <= q + q && q <= -1 + p``p + p <= q && (Z.pos_sub -2 p) = p && (Z.pos_sub 3 -2) = p && (not q = p) && -1 = p && q + q <= -1``-2 + q <= -1 && -1 <= (Z.pos_sub q p) && (Z.pos_sub q p) <= -1 && p <= q + q && q <= -1 + p``p + p <= q && (Z.pos_sub -2 p) = p && (Z.pos_sub 3 -2) = p && (not q = p) && -1 = p && q + q <= -1``
``p = (Z.pos_sub q 0) && p = q - p && p = (Z.pos_sub q p) && p = -2``q = (Z.pos_sub 0 p) && q = (Z.pos_sub q p) && q = 2 && p = 0``p + -1 <= q && -1 <= (Z.pos_sub q p) && (Z.pos_sub q p) <= q && q <= -1 + p && q + q <= -1``-1 <= (Z.pos_sub -2 p) && p + p <= q && (Z.pos_sub q p) <= p && (not q = p) && q <= p && -1 = p``p + -1 <= q && -1 <= (Z.pos_sub q p) && (Z.pos_sub q p) <= q && q <= -1 + p && q + q <= -1``-1 <= (Z.pos_sub -2 p) && p + p <= q && (Z.pos_sub q p) <= p && (not q = p) && q <= p && -1 = p``
118`  Zpos p + Zpos q = Zpos (p + q)`q = (Pos.add q q) && q = q - q && 0 = p``q = (Pos.add q q) && p <= q && q = 0 && q <= p``(Pos.add q q) <= q && q + p <= q && q <= (Pos.add q q) && q = p && q <= q + p``q + q = q && p + p = q && (Pos.add p q) = q && (Pos.add 3 -2) = q``(Pos.add q q) <= q && q + p <= q && q <= (Pos.add q q) && q = p && q <= q + p``q + q = q && p + p = q && (Pos.add p q) = q && (Pos.add 3 -2) = q``
``q = (Pos.add p q) && q = 2 && q = p + q``q = (Pos.add 0 q) && q = -2 && p = 0``(Pos.add p q) <= q && q + p <= q && q <= (Pos.add p q) && q = -1 && q <= q + p``p + p = q && p + q = q && (Pos.add -2 p) = q && (Pos.add p p) = q``(Pos.add p q) <= q && q + p <= q && q <= (Pos.add p q) && q = -1 && q <= q + p``p + p = q && p + q = q && (Pos.add -2 p) = q && (Pos.add p p) = q``
``q = (Pos.add p 0) && q = (Pos.add p q) && q = p + q``q = p + 1 && q = (Pos.add p p) && q = (Pos.add 0 q) && p = 0``-1 <= (Pos.add p q) && (Pos.add p q) <= -1 && q + p <= p && -1 <= q + q && p = -1``p + p = q && (Pos.add p q) = q && p = q``-1 <= (Pos.add p q) && (Pos.add p q) <= -1 && q + p <= p && -1 <= q + q && p = -1``p + p = q && (Pos.add p q) = q && p = q``
119`  (n | Zpos p) <-> (n | Zneg p)`````````````
120`  (Zpos p | n) <-> (Zneg p | n)`````````````
121`  0 <= n -> Z.testbit (Zneg a) n = negb (N.testbit (Pos.pred_N a) (Z.to_N n))`````````````
122`  0 <= n -> Z.testbit (Zpos a) n = N.testbit (N.pos a) (Z.to_N n)`````````````
123`  0 < x -> Zpos (Z.to_pos x) = x`````````````
124`  0 < x -> 0 < y -> Z.to_pos x = Z.to_pos y -> x = y`````````````
125`  0 < x -> 0 < y -> Z.to_pos x = Z.to_pos y <-> x = y`````````````
126`  x <= 0 -> Z.to_pos x = 1%positive`````````````
127`  Z.to_pos 1 = 1%positive`````````````
128`  0 < x -> Z.to_pos (Z.double x) = ((Z.to_pos x)~0)%positive`````````````
129`  0 < x -> Z.to_pos (Z.succ_double x) = ((Z.to_pos x)~1)%positive`````````````
130`  0 < x -> Z.to_pos (Z.succ x) = Pos.succ (Z.to_pos x)`````````````
131`  0 < x -> 0 < y -> Z.to_pos (x + y) = (Z.to_pos x + Z.to_pos y)%positive`````````````
132`  1 < x -> Z.to_pos (Z.pred x) = Pos.pred (Z.to_pos x)`````````````
133`  0 < x -> 0 < y -> Z.to_pos (x * y) = (Z.to_pos x * Z.to_pos y)%positive`````````````
134`  0 < x -> Z.to_pos (Z.pow_pos x p) = (Z.to_pos x ^ p)%positive`````````````
135`  0 < x -> 0 < y -> (x ?= y) = (Z.to_pos x ?= Z.to_pos y)%positive`````````````
136`  0 < x -> 0 < y -> (x <=? y) = (Z.to_pos x <=? Z.to_pos y)%positive`````````````
137`  0 < x -> 0 < y -> (x <? y) = (Z.to_pos x <? Z.to_pos y)%positive`````````````
138`  0 < x -> 0 < y -> (x =? y) = (Z.to_pos x =? Z.to_pos y)%positive`x = y``x = y`x = y`x <= y && y <= x`y = x`-1 <= x && -1 <= y && x <= -1 && y <= -1``x <= y && y <= x`y = x`-1 <= x && -1 <= y && x <= -1 && y <= -1``
``0 = (Z.to_pos y) && y = (Z.to_pos 0) && y <= 1 - x && 0 <= 0 + x && 1 <= y``y = (Z.to_pos y) && y = -1 && x = y + y && x = (Z.to_pos x)`1 = (Z.to_pos x) + (Z.to_pos y)`(Z.to_pos x) <= -1 && y + -1 = x && x + x = x && (Z.to_pos y) = x`(Z.to_pos x) + -1 = (Z.to_pos y)`x = y``(Z.to_pos x) <= -1 && y + -1 = x && x + x = x && (Z.to_pos y) = x`(Z.to_pos x) + -1 = (Z.to_pos y)`x = y``
``y = (Z.to_pos 0) && x = (Z.to_pos y) && 0 = 0 - x``y <= (Z.to_pos x) && y = (Z.to_pos 0) && x = y - 1 && y = -1 && x = (Z.to_pos y)`1 = (Z.to_pos x) - (Z.to_pos y)`-1 <= (Z.to_pos x) && y + -1 = x && (Z.to_pos y) = x && y <= -1`(Z.to_pos y) + -1 = (Z.to_pos x)`-1 <= x + -2 && (Z.to_pos x) = y && (Z.to_pos y) = -1 && x + y = -1``-1 <= (Z.to_pos x) && y + -1 = x && (Z.to_pos y) = x && y <= -1`(Z.to_pos y) + -1 = (Z.to_pos x)`-1 <= x + -2 && (Z.to_pos x) = y && (Z.to_pos y) = -1 && x + y = -1``
139`  0 < x -> 0 < y -> (x <=? y) = (Z.to_pos x <=? Z.to_pos y)%positive`````````````
140`  0 < x -> 0 < y -> (x <? y) = (Z.to_pos x <? Z.to_pos y)%positive`````````````
141`  0 < x -> 0 < y -> (x =? y) = (Z.to_pos x =? Z.to_pos y)%positive`x = y``x = y`x = y`x <= y && y <= x`y = x`-1 <= x && -1 <= y && x <= -1 && y <= -1``x <= y && y <= x`y = x`-1 <= x && -1 <= y && x <= -1 && y <= -1``
``0 = (Z.to_pos y) && y = (Z.to_pos 0) && y <= 1 - x && 0 <= 0 + x && 1 <= y``y = (Z.to_pos y) && y = -1 && x = y + y && x = (Z.to_pos x)`1 = (Z.to_pos x) + (Z.to_pos y)`(Z.to_pos x) <= -1 && y + -1 = x && x + x = x && (Z.to_pos y) = x`(Z.to_pos x) + -1 = (Z.to_pos y)`x = y``(Z.to_pos x) <= -1 && y + -1 = x && x + x = x && (Z.to_pos y) = x`(Z.to_pos x) + -1 = (Z.to_pos y)`x = y``
``y = (Z.to_pos 0) && x = (Z.to_pos y) && 0 = 0 - x``y <= (Z.to_pos x) && y = (Z.to_pos 0) && x = y - 1 && y = -1 && x = (Z.to_pos y)`1 = (Z.to_pos x) - (Z.to_pos y)`-1 <= (Z.to_pos x) && y + -1 = x && (Z.to_pos y) = x && y <= -1`(Z.to_pos y) + -1 = (Z.to_pos x)`-1 <= x + -2 && (Z.to_pos x) = y && (Z.to_pos y) = -1 && x + y = -1``-1 <= (Z.to_pos x) && y + -1 = x && (Z.to_pos y) = x && y <= -1`(Z.to_pos y) + -1 = (Z.to_pos x)`-1 <= x + -2 && (Z.to_pos x) = y && (Z.to_pos y) = -1 && x + y = -1``
142`  Z.to_pos (Z.sqrt x) = Pos.sqrt (Z.to_pos x)`````````````
143`  0 < x -> 0 < y -> Z.to_pos (Z.gcd x y) = Pos.gcd (Z.to_pos x) (Z.to_pos y)`````````````
144`  forall n m p : BinNums.Z, n + m + p = n + (m + p)`````````````
145`  forall n m : BinNums.Z, Z.succ (n + m) = n + Z.succ m`n = m && n = 0``n = 0``m + n <= -1 && (Z.succ 3) <= m && (Z.succ 3) <= n && -1 <= (Z.succ 3) && (not -1 = n)````m + n <= -1 && (Z.succ 3) <= m && (Z.succ 3) <= n && -1 <= (Z.succ 3) && (not -1 = n)````
``n = 0``m = (Z.succ m) && n <= m + 1 && n = (Z.succ 1) && m <= 0 && n = 1``m + n <= -1 && (Z.succ 3) <= n && -1 <= (Z.succ 3) && (not m = n) && m + m <= -1 && -1 <= m````m + n <= -1 && (Z.succ 3) <= n && -1 <= (Z.succ 3) && (not m = n) && m + m <= -1 && -1 <= m````
``(Z.succ n) = 1 && (Z.succ 0) = m && 1 = n && 0 = 0 - m``0 = (Z.succ n) && 0 = (Z.succ m) && n = 1 - m && m = -1 && n = (Z.succ 1)``m + m <= n && (Z.succ 3) <= m && -1 <= (Z.succ 3) && (not -1 = n) && n = m````m + m <= n && (Z.succ 3) <= m && -1 <= (Z.succ 3) && (not -1 = n) && n = m````
146`  forall n : BinNums.Z, n = n + 0`````````````
147`  forall n : BinNums.Z, n = Z.succ (Z.pred n)`n = (Z.succ n) && n = -2 && Z.pred = Z.succ``n = (Z.succ n) && n = 1 && Z.succ = Z.pred``````````
``n = (Z.succ n) && n = -1 && Z.pred = Z.succ``n = (Z.pred n) && n = 3 && Z.succ = Z.pred``````````
``n = (Z.succ n) && Z.pred = Z.succ``n = (Z.succ 0) && n = (Z.pred n) && Z.succ = Z.pred``````````
148`  forall n : BinNums.Z, n = Z.pred (Z.succ n)`n = (Z.pred n) && n = -2 && Z.succ = Z.pred``n = (Z.pred n) && n = 1 && Z.pred = Z.succ``````````
``n = (Z.pred n) && n = -1 && Z.succ = Z.pred``n = (Z.succ n) && n = 3 && Z.pred = Z.succ``````````
``n = (Z.pred n) && Z.succ = Z.pred``n = (Z.pred 0) && n = (Z.succ n) && Z.pred = Z.succ``````````
149`  forall n m : BinNums.Z, n = m -> Z.succ n = Z.succ m`````````````
150`  forall n : BinNums.Z, n = n - 0`````````````
151`  forall n : BinNums.Z, 0 = n - n`````````````
152`  forall n m : BinNums.Z, Z.succ (n - m) = Z.succ n - m`m = 0 && m = n``m = 0``m + n = n``m + n = -1 && -1 = n``m + n = n``m + n = -1 && -1 = n``
``m = 0``0 = (Z.succ 1) && n = -1 && m = n - 1 && n = (Z.succ 0) && m = (Z.succ n)``m + m <= n && (Z.succ -3) = -1 && (Z.succ m) = -1 && (Z.succ -2) = n && (Z.succ n) = n && n <= -1 + m && -1 <= m``n + n = m && m = n``m + m <= n && (Z.succ -3) = -1 && (Z.succ m) = -1 && (Z.succ -2) = n && (Z.succ n) = n && n <= -1 + m && -1 <= m``n + n = m && m = n``
``n = (Z.succ 1) && 0 = (Z.succ 0) && m = 0 + 1 && n = 0 + m``0 = (Z.succ 1) && m = n - 1 && m = (Z.succ 0) && n = -2 && m = (Z.succ n)``m + m <= n && -2 + n <= m && n + -3 = -1 && (Z.succ -2) = m && (Z.succ m) = m && (Z.succ n) = n``(Z.succ m) = n && m + m = m``m + m <= n && -2 + n <= m && n + -3 = -1 && (Z.succ -2) = m && (Z.succ m) = m && (Z.succ n) = n``(Z.succ m) = n && m + m = m``
153`  forall n m p : BinNums.Z, n = m + p -> p = n - m`````````````
154`  forall n m p q : BinNums.Z, n = m -> p = q -> n + p = m + q`````````````
155`  forall n m : BinNums.Z, n + (m - n) = m`````````````
156`  forall n m p : BinNums.Z, p + n - (p + m) = n - m`````````````
157`  forall n m p : BinNums.Z, n - m = p + n - (p + m)`````````````
158`  forall n m p : BinNums.Z, n + p - (m + p) = n - m`````````````
159`  forall n m : BinNums.Z, n = m -> n - m = 0`````````````
160`  forall n m : BinNums.Z, n - m = 0 -> n = m`````````````
161`  forall n : BinNums.Z, 0 = n * 0`````````````
162`  forall n m p : BinNums.Z, n * m * p = n * (m * p)`````````````
163`  forall n m : BinNums.Z, n * m = 0 -> n = 0 \/ m = 0`````````````
164`  forall n m : BinNums.Z, n <> 0 -> m * n = 0 -> m = 0`````````````
165`  forall n m : BinNums.Z, - (n * m) = - n * m`````````````
166`  forall n m : BinNums.Z, - (n * m) = n * - m`````````````
167`  forall n m p : BinNums.Z, p * (n - m) = p * n - p * m`````````````
168`  forall n m : BinNums.Z, n * m + n = n * Z.succ m`````````````
169`  forall n m : BinNums.Z, n * m + m = Z.succ n * m`````````````
170`  forall p q : positive, p = q -> BinNums.Zpos p = BinNums.Zpos q`````````````
171`  forall p q : positive, p = q <-> BinNums.Zpos p = BinNums.Zpos q`````````````
172`  2%nat = (1 + 1)%nat`````````````
173`  n + n = n * 2`````````````
174`  m = 0 -> m * n = 0`````````````
